"","unique_project_names","latitudes","longitudes"
"1555","3@SANDILANDS","1.3616307","103.8781115"
"1556","SANDY EIGHT","1.312097","103.893197"
"1557","THE HERMITAGE","1.3146136","103.8368695"
"1558","SCOTTS SQUARE","1.3058788","103.8329554"
"1559","SCOTTS HIGHPARK","1.3120432","103.8369309"
"1560","SCOTTS 28","1.3097281","103.8348949"
"1561","REIGNWOOD HAMILTON SCOTTS","1.3114189","103.8359208"
"1562","THE SCOTTS TOWER","1.3099741","103.8353518"
"1563","EAST GALLERIA","1.3057168","103.9072428"
"1564","CHAPEL COURT","1.352083","103.819836"
"1565","SEA AVENUE MANSIONS","1.30613","103.9068417"
"1566","STRAITS MANSIONS","1.305384","103.907124"
"1567","SEA AVENUE RESIDENCES","1.30613","103.9068417"
"1568","BLOSSOM RESIDENCES","1.3896463","103.7699288"
"1569","THE GREENWICH","1.387735","103.869987"
"1570","SELETAR PARK RESIDENCE","1.3864873","103.8689633"
"1571","PARC LIFE","1.4439652","103.8184837"
"1572","SKYPARK RESIDENCES","1.4440614","103.8201859"
"1573","SUN PLAZA","1.4481945","103.8196247"
"1574","SELETARIS","1.4358769","103.8251393"
"1575","SEMBAWANG COTTAGE","1.4269313","103.8260922"
"1576","HONG HENG MANSIONS","1.4030034","103.8183513"
"1577","HONG HENG GARDEN","1.4039186","103.8176422"
"1578","AUSTVILLE RESIDENCES","1.3811656","103.9017108"
"1579","RIVERSOUND RESIDENCE","1.3806847","103.9031423"
"1580","LA FIESTA","1.390141","103.8956019"
"1581","COMPASS HEIGHTS","1.3917089","103.8961975"
"1582","SUNGLADE","1.3489584","103.8712287"
"1583","THE SPRINGBLOOM","1.3510603","103.8635409"
"1584","THE SUNNYDALE","1.3488097","103.8674864"
"1585","GOLDEN HEIGHTS","1.3495673","103.8659436"
"1586","THE SCALA","1.3507433","103.8651319"
"1587","CHILTERN PARK","1.3496077","103.8633768"
"1588","AMARANDA GARDENS","1.3496051","103.8665382"
"1589","THE GARDEN RESIDENCES","1.3665449","103.87026"
"1590","MIDTOWN RESIDENCES","1.3705276","103.8950548"
"1591","JUI RESIDENCES","1.3259918","103.8663445"
"1592","REGENT RESIDENCES","1.3242482","103.8647081"
"1593","EURO-ASIA APARTMENTS","1.3367718","103.8672131"
"1594","SERAYA 9","1.3071884","103.8996396"
"1595","SERAYA COURT","1.3065228","103.8997722"
"1596","SERAYA VILLE","1.3072894","103.9001482"
"1597","SERAYA BREEZE","1.3057664","103.8998297"
"1598","THE MARQUE @ IRRAWADDY","1.3258689","103.8460089"
"1599","LE SHANTIER","1.3258733","103.8465708"
"1600","PINNACLE 16","1.3244724","103.84625"
"1601","SHAN GATE APARTMENTS","1.352083","103.819836"
"1602","ARIVA ON SHAN SERVICED RESIDENCE","1.352083","103.819836"
"1603","STUDIO 3","1.2957979","103.827555"
"1604","SHANGHAI ONE","1.2947162","103.827812"
"1605","THE MERCURY","1.296076","103.8270833"
"1606","REGENCY LODGE","1.2956979","103.8271013"
"1607","RV EDGE","1.2948711","103.8280856"
"1608","SHELFORD VIEW","1.328698","103.812264"
"1609","D'CHATEAU @ SHELFORD","1.3283396","103.8120625"
"1610","SHELFORD REGENCY","1.3266315","103.8111219"
"1611","10 SHELFORD","1.3258989","103.8124981"
"1612","NINETEEN SHELFORD ROAD","1.3270327","103.8105676"
"1613","THE SHELFORD","1.3254786","103.8112286"
"1614","18 SHELFORD","1.327314","103.812824"
"1615","WATTEN ESTATE CONDOMINIUM","1.328497","103.81108"
"1616","KELLETT COURT","1.352083","103.819836"
"1617","28 SHELFORD","1.3293244","103.8118904"
"1618","SHELFORD GREEN","1.3247925","103.8123553"
"1619","SHELFORD SUITES","1.326506","103.812645"
"1620","SHELFORD 23","1.3277857","103.8121621"
"1621","ONE SHENTON","1.2795839","103.8506561"
"1622","V ON SHENTON","1.2770815","103.8491963"
"1623","EON SHENTON","1.2739069","103.846216"
"1624","76 SHENTON","1.273708","103.8453748"
"1625","SUITES @ SHREWSBURY","1.3184575","103.8488623"
"1626","JADESCAPE","1.351651","103.8391216"
"1627","BOWMONT CENTRE","1.3143916","103.9201044"
"1628","SEASIDE RESIDENCES","1.3077235","103.9274286"
"1629","FLAMINGO VALLEY","1.3178266","103.9225086"
"1630","MANDARIN GARDENS","1.3071186","103.9244343"
"1631","SAVANNAH CONDOPARK","1.3492693","103.9617715"
"1632","CHANGI RISE CONDOMINIUM","1.34843","103.959818"
"1633","MELVILLE PARK","1.3478812","103.9583277"
"1634","MY MANHATTAN","1.3417116","103.9535603"
"1635","EASTPOINT GREEN","1.3390356","103.9502808"
"1636","SIMEI GREEN CONDOMINIUM","1.3410498","103.9579962"
"1637","TROPICAL SPRING","1.3419606","103.9557017"
"1638","DOUBLE BAY RESIDENCES","1.3413152","103.9559855"
"1639","MODENA","1.3424571","103.9548012"
"1640","BLISS@KOVAN","1.3612182","103.8862529"
"1641","PARC ESTA","1.3185783","103.902813"
"1642","CENTRA HEIGHTS","1.316263","103.886592"
"1643","SMART SUITES","1.3151489","103.8838253"
"1644","SUITES @ SIMS","1.3157787","103.8872012"
"1645","FUYUEN COURT","1.3159339","103.8888893"
"1646","SIMS URBAN OASIS","1.3189876","103.8806149"
"1647","FLAME TREE PARK","1.3609849","103.828957"
"1648","THOMSON V ONE","1.3532036","103.8356195"
"1649","THOMSON V TWO","1.353405","103.8357573"
"1650","SIN MING PLAZA","1.352457","103.8357242"
"1651","THOMSON GRAND","1.3654421","103.8293416"
"1652","THE GARDENS AT BISHAN","1.3645638","103.8315176"
"1653","BISHAN PARK CONDOMINIUM","1.366365","103.830973"
"1654","SOLEIL @ SINARAN","1.3191734","103.845458"
"1655","NOVELIS","1.352083","103.819836"
"1656","APLETON VIEW","1.3190794","103.8460728"
"1657","BLISS REGALIA","1.316222","103.8541968"
"1658","JOOL SUITES","1.315246","103.8550069"
"1659","8 FARRER SUITES","1.3148569","103.85474"
"1660","THE MORNING GLORY","1.3568608","103.8767216"
"1661","VINA LODGE","1.3570281","103.8766819"
"1662","DYNASTY GARDEN","1.323286","103.7921066"
"1663","SIXTH AVENUE VILLE","1.3294556","103.7949791"
"1664","THE SIXTH AVENUE RESIDENCES","1.3271415","103.7932781"
"1665","PARC SOMME","1.3112759","103.8583971"
"1666","LE SOMME","1.3112352","103.8584535"
"1667","D' ALMIRA","1.3448139","103.8679688"
"1668","THE ACACIAS","1.3444448","103.868609"
"1669","BELLA VISTA","1.352083","103.819836"
"1670","R MAISON","1.3433722","103.8699359"
"1671","SOMMERVILLE LOFT","1.3436316","103.869861"
"1672","SOPHIA RESIDENCE","1.3006379","103.848839"
"1673","1919","1.352083","103.819836"
"1674","MOUNT SOPHIA SUITES","1.3020815","103.8468403"
"1675","SOPHIA 98","1.3022708","103.8470916"
"1676","CITYVALE","1.3019717","103.8480874"
"1677","WHARTON VALE","1.3019433","103.8482063"
"1678","VIVA VISTA","1.279714","103.7860135"
"1679","BAYVILLE CONDOMINIUM","1.2814272","103.7876551"
"1680","SPOTTISWOODE SUITES","1.2760101","103.8374577"
"1681","SPOTTISWOODE 18","1.2755267","103.8376248"
"1682","SPOTTISWOODE RESIDENCES","1.2754398","103.8367534"
"1683","SPOTTISWOODE PARK","1.2752989","103.8372683"
"1684","THE BROOKS II","1.4039988","103.8188627"
"1685","THE BROOKS I","1.4045218","103.8193355"
"1686","ST FRANCIS COURT","1.3243795","103.8638442"
"1687","ST FRANCIS LODGE","1.3249775","103.8640182"
"1688","SAINT MARTIN RESIDENCE","1.3064237","103.824295"
"1689","TANGLIN RESIDENCES","1.3062426","103.8238126"
"1690","ST MARTIN'S APARTMENT","1.3056839","103.8245904"
"1691","ST MARTIN RESIDENCE","1.3064237","103.824295"
"1692","AIRSTREAM","1.352083","103.819836"
"1693","CITY REGENCY","1.3262987","103.8637026"
"1694","SUNVILLE","1.3265252","103.8636462"
"1695","ONE ST MICHAEL'S","1.3245846","103.8650271"
"1696","ST MICHAEL REGENCY","1.3278543","103.8639628"
"1697","THE RICHMOND","1.3250382","103.8646105"
"1698","THE MORNINGTON","1.3261701","103.8639727"
"1699","ST MICHAEL'S CONDOMINIUM","1.3263357","103.862561"
"1700","RIVERSIDE MELODIES","1.3274151","103.8644272"
"1701","SEVENTY SAINT PATRICK'S","1.352083","103.819836"
"1702","TIERRA VUE","1.3079044","103.9138516"
"1703","ST PATRICK'S RESIDENCES","1.3081732","103.9146762"
"1704","GRAND DUCHESS AT ST PATRICK'S","1.3085513","103.9157827"
"1705","ST PATRICK'S GREEN","1.3084243","103.9138567"
"1706","ST PATRICK'S LOFT","1.3083953","103.9135182"
"1707","8 SAINT THOMAS","1.2965729","103.8361403"
"1708","ESPADA","1.2972839","103.8366039"
"1709","GRANGE HEIGHTS","1.2979762","103.8349783"
"1710","SAM KIANG MANSIONS","1.2981864","103.8353258"
"1711","ST THOMAS SUITES","1.2984292","103.835885"
"1712","ST THOMAS COURT","1.352083","103.819836"
"1713","SKYLINE 360 @ SAINT THOMAS WALK","1.2967203","103.8370051"
"1714","EDEN RESIDENCES CAPITOL","1.2929876","103.8511619"
"1715","STEVENS SUITES","1.3155525","103.8256536"
"1716","STEVENS LOFT","1.3176063","103.8265417"
"1717","PARC STEVENS","1.3170213","103.827559"
"1718","THE CAPRI","1.3183308","103.8260057"
"1719","LOFT @ STEVENS","1.3178483","103.8262792"
"1720","THE ELEMENT @ STEVENS","1.3179236","103.8259042"
"1721","FIFTY-TWO STEVENS","1.3149995","103.8265087"
"1722","STEVEN'S COURT","1.319614","103.8258762"
"1723","THE EQUATORIAL","1.3201152","103.8250333"
"1724","MAYA","1.352083","103.819836"
"1725","BOON COURT","1.315549","103.905502"
"1726","STILL MANSIONS","1.308819","103.908605"
"1727","D'ECOSIA","1.306175","103.9100422"
"1728","STIRLING RESIDENCES","1.2916794","103.80484"
"1729","QUEENS","1.3035461","103.856333"
"1730","KERRISDALE","1.3134384","103.8580392"
"1731","STURDEE VIEW","1.3137257","103.8577566"
"1732","LUCIDA","1.3145697","103.8448025"
"1733","SUFFOLK PREMIER","1.314389","103.844664"
"1734","THE SPINNAKER","1.3143205","103.8441744"
"1735","VIVA","1.3154808","103.8444569"
"1736","SUNBIRD VIEW","1.352083","103.819836"
"1737","SUNRISE GARDENS","1.3900286","103.8572678"
"1738","SUNSET LODGE","1.3241034","103.7655951"
"1739","CLEMENTI PARK","1.327312","103.766708"
"1740","FREESIA WOODS","1.4381922","103.7889597"
"1741","THE SUNSHINE","1.3461986","103.8722106"
"1742","THE LINCOLN RESIDENCES","1.3153246","103.8423263"
"1743","SUITES @ NEWTON","1.3075517","103.8403765"
"1744","SUITES @ SURREY","1.316066","103.8418899"
"1745","OPERA ESTATE","1.3193914","103.9235753"
"1746","LA SUISSE","1.352083","103.819836"
"1747","THE VENUE RESIDENCES","1.328956","103.8693578"
"1748","VILLA DELLE ROSE","1.310881","103.8074048"
"1749","BOTANIC GARDENS MANSION","1.3082377","103.8194845"
"1750","BOTANIC GARDENS VIEW","1.3087134","103.8190799"
"1751","HOLLAND RESIDENCES","1.3108932","103.7991772"
"1752","SERENITY PARK","1.3890969","103.8589873"
"1753","WATERVIEW","1.3492363","103.9270016"
"1754","THE TROPICA","1.3494569","103.9273886"
"1755","ARC AT TAMPINES","1.3503556","103.928538"
"1756","CITYLIFE@TAMPINES","1.3594864","103.9411425"
"1757","THE TAMPINES TRILLIANT","1.3588232","103.9405651"
"1758","THE TEMBUSU","1.3616591","103.8898004"
"1759","FORTUNE PARK","1.3618936","103.8908596"
"1760","TRILIVE","1.3614127","103.8915431"
"1761","KOVAN GRANDEUR","1.3607744","103.8920041"
"1762","THE EDEN AT TAMPINES","1.3554953","103.9597709"
"1763","PINEVALE","1.3587858","103.9324099"
"1764","THE ALPS RESIDENCES","1.3549502","103.9295282"
"1765","THE TAPESTRY","1.354048","103.9293084"
"1766","THE SANTORINI","1.3521285","103.9283577"
"1767","Q BAY RESIDENCES","1.3506493","103.927224"
"1768","THE SIENA","1.3209434","103.8116227"
"1769","LUTHERAN TOWERS","1.3213488","103.8121084"
"1770","TANQUEELAN SUITES","1.2983982","103.8567122"
"1771","OPTIMA @ TANAH MERAH","1.3285296","103.9465474"
"1772","CASA MERAH","1.3292167","103.9455702"
"1773","URBAN VISTA","1.3274163","103.944488"
"1774","THE TANAMERA","1.3266623","103.9431977"
"1775","EAST MEADOWS","1.3287069","103.9440504"
"1776","TANAH MERAH MANSION","1.3218995","103.9471617"
"1777","TANGLIN HILL MEADOWS","1.3012403","103.8176503"
"1778","TANGLIN HILL CONDOMINIUM","1.3017079","103.8162015"
"1779","ST REGIS RESIDENCES SINGAPORE","1.3054241","103.8266138"
"1780","TANGLIN REGENCY","1.2919195","103.8162764"
"1781","EASTSIDE LOFT","1.310728","103.8939758"
"1782","SUITES@ KATONG","1.3077832","103.8955031"
"1783","KATONG REGENCY","1.3150122","103.8947653"
"1784","CHELSEA LODGE","1.3050717","103.8960824"
"1785","BENG TONG MANSION","1.3082388","103.8953016"
"1786","WATER PLACE","1.2967588","103.8724397"
"1787","PEBBLE BAY","1.2978248","103.8712141"
"1788","SANCTUARY GREEN","1.2962438","103.8711338"
"1789","PARKSHORE","1.2966788","103.8705998"
"1790","CAMELOT BY-THE-WATER","1.2974287","103.875765"
"1791","THE WATERSIDE","1.296695","103.883641"
"1792","THE LINE @ TANJONG RHU","1.2983426","103.8847976"
"1793","EMERALD EAST","1.2995214","103.8839909"
"1794","TANJONG RIA CONDOMINIUM","1.29687","103.87579"
"1795","CASUARINA COVE","1.297519","103.8746003"
"1796","LA VILLE","1.299281","103.8843349"
"1797","PALAZZETTO","1.352083","103.819836"
"1798","DE CENTURION","1.2988364","103.8842656"
"1799","CRYSTAL RHU","1.2989391","103.8838377"
"1800","LAKE LIFE","1.3321684","103.7241404"
"1801","EASTBAY","1.352083","103.819836"
"1802","HARBOUR VIEW TOWERS","1.2718495","103.8087823"
"1803","HARBOURLIGHTS","1.2663231","103.8227392"
"1804","SKYLINE RESIDENCES","1.2721664","103.807724"
"1805","MERLOT VILLE","1.3105776","103.911769"
"1806","RESIDENCE 66","1.3164614","103.908914"
"1807","PARC ELEGANCE","1.3175988","103.9087861"
"1808","VIBES @ EAST COAST","1.3094781","103.9117599"
"1809","THE COTZ","1.3133564","103.9108517"
"1810","UNI BUILDING","1.3113359","103.9107999"
"1811","PRESTIGE LOFT","1.3104029","103.9115605"
"1812","CADENCE LIGHT","1.3124554","103.9109763"
"1813","TEMBELING RESIDENCE","1.3074408","103.9049552"
"1814","KATONG GARDENS","1.308583","103.905474"
"1815","THE BEACON EDGE","1.307254","103.9049305"
"1816","TEMBELING CENTRE","1.3069265","103.905145"
"1817","VITRA","1.2873156","103.8340344"
"1818","TEMBELING MANSIONS","1.3104893","103.9028453"
"1819","TEMBELING COURT","1.3118211","103.9014623"
"1820","STUDIOS@TEMBELING","1.3081375","103.9047809"
"1821","SANDALWOOD","1.3099694","103.9030359"
"1822","CASCATA","1.3284683","103.9086454"
"1823","TREASURE GARDENS","1.361793","103.879904"
"1824","TERRASSE","1.3684372","103.8769817"
"1825","THOMSON HILLS ESTATE","1.3786478","103.831839"
"1826","SKY@ELEVEN","1.3308025","103.8408624"
"1827","CUBE 8","1.3283058","103.8416184"
"1828","THOMSON EURO-ASIA","1.3181079","103.8445915"
"1829","NOVENA REGENCY","1.32125","103.8416023"
"1830","368 THOMSON","1.327218","103.8419497"
"1831","THOMSON 800","1.3406737","103.8370688"
"1832","AMANINDA","1.3248307","103.8411189"
"1833","KARTAR APARTMENTS","1.3148941","103.844841"
"1834","BIRMINGHAM MANSIONS","1.317722","103.844904"
"1835","TAN TONG MENG TOWER","1.3277592","103.8417817"
"1836","ALEGRIA","1.2804793","103.8418726"
"1837","ENG AUN MANSION","1.3237789","103.8421048"
"1838","HIGHGATE","1.352083","103.819836"
"1839","TOH TUCK LODGE","1.3408327","103.7699188"
"1840","DAINTREE RESIDENCE","1.3400832","103.7706619"
"1841","SIGNATURE PARK","1.3412552","103.7677491"
"1842","THE BEVERLY","1.3389189","103.7673899"
"1843","HIGH OAK CONDOMINIUM","1.3405048","103.7710525"
"1844","THE CREEK @ BUKIT","1.3399614","103.7698766"
"1845","NOTTINGHILL SUITES","1.3395455","103.7691943"
"1846","KUM HING COURT","1.302857","103.8260343"
"1847","TOMLINSON HEIGHTS","1.3030376","103.8268428"
"1848","ROBERTSON EDGE","1.2931051","103.8404749"
"1849","THE WHARF RESIDENCE","1.293584","103.8402315"
"1850","VIVACE","1.2929184","103.8406148"
"1851","SUITES @ TOPAZ","1.3287279","103.8650962"
"1852","FOREST HILLS CONDOMINIUM","1.4045371","103.8175053"
"1853","ROOTS @ TRANSIT","1.404918","103.8181743"
"1854","THE GLYNDEBOURNE","1.3224525","103.8233016"
"1855","TREVOSE PARK","1.3246225","103.8254962"
"1856","THE TREVOSE","1.3231092","103.8252602"
"1857","TYRWHITT 139","1.311562","103.8598978"
"1858","BUKIT 828","1.3737524","103.7630418"
"1859","THE LINEAR","1.3752431","103.7628152"
"1860","BEAUTY WORLD CENTRE","1.3423741","103.7762593"
"1861","THE HILLSIDE","1.3520969","103.7668362"
"1862","BEAUTY WORLD PLAZA","1.3417925","103.7762193"
"1863","BUKIT REGENCY","1.3466334","103.7710677"
"1864","APOLLO GARDENS","1.3379125","103.9581086"
"1865","PALMWOODS","1.332702","103.9474252"
"1866","EAST VILLAGE","1.2811866","103.8503404"
"1867","CHANGI COURT","1.3433339","103.9627703"
"1868","CHANGI GREEN","1.344697","103.9634779"
"1869","SUNHAVEN","1.3477608","103.9628637"
"1870","CASCADALE","1.3457254","103.963121"
"1871","RIVERWALK APARTMENTS","1.2888837","103.8483555"
"1872","PEOPLE'S PARK CENTRE","1.285631","103.8440929"
"1873","EASTERN LAGOON","1.312838","103.9332951"
"1874","BREEZE BY THE EAST","1.314159","103.937738"
"1875","CRESCENDO BUILDING","1.3131379","103.9266981"
"1876","BALCON EAST","1.3148457","103.9422827"
"1877","EAST COAST RESIDENCES","1.3143264","103.9397299"
"1878","THE CALYPSO","1.3152236","103.9433508"
"1879","UBER 388","1.314077","103.9390198"
"1880","SUITES @ EASTCOAST","1.3145087","103.9323956"
"1881","THE SUMMIT","1.3163969","103.9410684"
"1882","BLEU @ EAST COAST","1.3157779","103.9452141"
"1883","THE TROPIC GARDENS","1.3143378","103.9379586"
"1884","THE DAFFODIL","1.3161132","103.945721"
"1885","VILLAS LAGUNA","1.3142631","103.9386235"
"1886","RICH EAST GARDEN","1.3141876","103.9370763"
"1887","BAGNALL COURT","1.3202142","103.9551232"
"1888","GOODWILL COURT","1.3133762","103.9277096"
"1889","IDYLLIC EAST","1.3162613","103.9460714"
"1890","THE BAYCOURT","1.3155051","103.9413904"
"1891","SEA PAVILION RESIDENCES","1.315204","103.943164"
"1892","VENEZIO","1.3150711","103.9426471"
"1893","CAMELODGE","1.3132457","103.92944"
"1894","AQUARINE GARDENS","1.3135166","103.9281301"
"1895","BOTANIQUE AT BARTLEY","1.3428733","103.8825529"
"1896","THE VUE","1.3467779","103.8800037"
"1897","LA DOLCE VITA","1.3460704","103.8806038"
"1898","SUITES @ PAYA LEBAR","1.3503492","103.8800592"
"1899","EVANIA","1.3500502","103.879096"
"1900","PRESTIGE POINT","1.3495828","103.8801378"
"1901","YIKAI COURT","1.352083","103.819836"
"1902","BAYOU RESIDENCE","1.3464421","103.8803643"
"1903","RIVERSAILS","1.377924","103.9024414"
"1904","THE YARDLEY","1.3478085","103.8717964"
"1905","GRAND REGALIA","1.357064","103.881117"
"1906","STARS OF KOVAN","1.3617336","103.8871036"
"1907","SPAZIO @ KOVAN","1.3612182","103.8862529"
"1908","PARK RESIDENCES KOVAN","1.3612182","103.8862529"
"1909","VIBES@UPPER SERANGOON","1.34489","103.8712383"
"1910","SUITES @ KOVAN","1.3612182","103.8862529"
"1911","D'PAVILION","1.3563919","103.8805541"
"1912","CHOON KIM HOUSE","1.3545044","103.8792743"
"1913","UPPER SERANGOON SHOPPING CENTRE","1.3540455","103.8785434"
"1914","MONDO MANSION BUILDING","1.352083","103.819836"
"1915","THE OLD HOUSE","1.352083","103.819836"
"1916","SANCTUARY @ 813","1.3571756","103.8808793"
"1917","PRESTO@UPPER SERANGOON","1.3456956","103.8714509"
"1918","SUNSHINE LODGE","1.3454199","103.8713405"
"1919","HERON BAY","1.3767712","103.9031854"
"1920","KINGSFORD WATERBAY","1.3748577","103.9033261"
"1921","RIO VISTA","1.3728139","103.9014135"
"1922","BOATHOUSE RESIDENCES","1.3758004","103.9028784"
"1923","LAKEVIEW ESTATE","1.3487043","103.8348496"
"1924","MEADOWS @ PEIRCE","1.3802962","103.8273373"
"1925","PEIRCE VIEW","1.3717995","103.8280506"
"1926","THREE 11","1.3565837","103.8287938"
"1927","THOMSON IMPERIAL COURT","1.3515138","103.836051"
"1928","183 LONGHAUS","1.3510245","103.835561"
"1929","WALLICH RESIDENCE","1.277218","103.8456004"
"1930","GARDENVILLE","1.3124782","103.8274348"
"1931","CHELSEA GARDENS","1.313196","103.8274983"
"1932","WAN THO LODGE","1.3331617","103.8711163"
"1933","SIN CHUAN GARDEN","1.3627037","103.86897"
"1934","WATTEN HILL","1.3305117","103.8095243"
"1935","THE VISION","1.2982901","103.7649862"
"1936","SEAHILL","1.2989437","103.7642323"
"1937","WESTCOVE CONDOMINIUM","1.2979599","103.7664936"
"1938","BLUE HORIZON","1.2972687","103.7652419"
"1939","WEST BAY CONDOMINIUM","1.2991307","103.7659674"
"1940","HUNDRED TREES","1.3148265","103.7588911"
"1941","NEWEST","1.3164853","103.7573965"
"1942","BOTANNIA","1.3181922","103.7543317"
"1943","THE INFINITI","1.3188474","103.7554376"
"1944","MONTEREY PARK CONDOMINIUM","1.3162622","103.7530385"
"1945","VARSITY PARK CONDOMINIUM","1.2944892","103.7674126"
"1946","THE SORRENTO","1.2956222","103.7661482"
"1947","CLEMENTIWOODS CONDOMINIUM","1.2960833","103.7675743"
"1948","THE STELLAR","1.2936601","103.7678261"
"1949","PARC RIVIERA","1.320699","103.7530877"
"1950","WHISTLER GRAND","1.319422","103.7537108"
"1951","TWIN VEW","1.3196317","103.7525081"
"1952","THE PARC CONDOMINIUM","1.310173","103.7617538"
"1953","CARABELLE","1.3173702","103.7565934"
"1954","WESTWOOD RESIDENCES","1.3523934","103.6968556"
"1955","THE FLORAVALE","1.3506451","103.6963874"
"1956","EIGHT RIVERSUITES","1.3214141","103.8644854"
"1957","THE TESSARINA","1.3325758","103.7897426"
"1958","WILKIE 80","1.3029619","103.8476502"
"1959","WILKIE 87","1.3031893","103.8469717"
"1960","WILKIE 48","1.3025029","103.8482892"
"1961","ESTILO","1.3027448","103.8473403"
"1962","LE WILKIE","1.3028313","103.8478298"
"1963","WILKIE COURT","1.303244","103.8466512"
"1964","JIA","1.352083","103.819836"
"1965","WILKIE STUDIO","1.30347","103.8475341"
"1966","LIV ON WILKIE","1.3025195","103.8486772"
"1967","WILKIE REGENCY","1.3026302","103.8490638"
"1968","HOCK MANSION","1.3023827","103.8485694"
"1969","THE FORESTA @ MOUNT FABER","1.2704484","103.8138523"
"1970","POH HENG COURT","1.3138285","103.9292332"
"1971","GRACE COURT","1.352083","103.819836"
"1972","WOODHAVEN","1.4302095","103.7840564"
"1973","WOODGROVE CONDOMINIUM","1.4295387","103.7824998"
"1974","THE WOODGROVE","1.4291794","103.7810782"
"1975","BELLEWOODS","1.4326203","103.8008356"
"1976","TWIN FOUNTAINS","1.4308604","103.799374"
"1977","NORTHOAKS","1.445382","103.807289"
"1978","FORESTVILLE","1.4318198","103.7987367"
"1979","LA CASA","1.4318549","103.7976614"
"1980","WOODSVALE","1.4436806","103.8054155"
"1981","THE TENNERY","1.3802726","103.7602768"
"1982","NORTHWAVE","1.352083","103.819836"
"1983","EURO-ASIA PARK","1.3367718","103.8672131"
"1984","BLOSSOMS @ WOODLEIGH","1.3363474","103.8690215"
"1985","PARC MONDRIAN","1.3359965","103.8678989"
"1986","8@WOODLEIGH","1.3360901","103.8696474"
"1987","PARK COLONIAL","1.3383043","103.869066"
"1988","18 WOODSVILLE","1.3295955","103.8682307"
"1989","WOODSVILLE MANSIONS","1.3292425","103.8680472"
"1990","WOODSVILLE 28","1.3303504","103.868247"
"1991","WOOLLERTON PARK","1.3174695","103.8091216"
"1992","GALLOP GREEN","1.3157275","103.8081677"
"1993","THE ARRIS","1.2753469","103.8416613"
"1994","FLYNN PARK","1.2780111","103.7931908"
"1995","FRAGRANCE COURT","1.2771928","103.7930165"
"1996","HUNDRED PALMS RESIDENCES","1.3730921","103.8774437"
"1997","CASTLE GREEN","1.3865164","103.840822"
"1998","STADIA","1.352083","103.819836"
"1999","THOMSON GROVE","1.3842513","103.8359842"
"2000","SEASONS PARK","1.3852576","103.8396344"
"2001","WEMBLY RESIDENCES","1.3564838","103.8763816"
"2002","THE CALROSE","1.3823704","103.8369897"
"2003","RESIDENCES BOTANIQUE","1.3569659","103.8765002"
"2004","HIGHLAND CENTRE","1.355167","103.877022"
"2005","SPACE @ KOVAN","1.3612182","103.8862529"
"2006","THE STRADIA","1.3579939","103.8751405"
"2007","THE ESTUARY","1.4109138","103.8321332"
"2008","THE CANOPY","1.4242984","103.8482499"
"2009","LILYDALE","1.4243206","103.8491398"
"2010","NINE RESIDENCES","1.4329532","103.841316"
"2011","NORTH PARK RESIDENCES","1.4282131","103.8361996"
"2012","SYMPHONY SUITES","1.435147","103.8442699"
"2013","THE WISTERIA","1.4181439","103.8412765"
"2014","THE CRITERION","1.4182006","103.8457297"
"2015","SIGNATURE AT YISHUN","1.4172839","103.8448951"
"2016","ORCHID PARK CONDOMINIUM","1.4124662","103.8351824"
"2017","ORCHID PARK CONDO","1.4124662","103.8351824"
"2018","TIONG BAHRU ESTATE","1.2869369","103.8285754"
"2019","YONG SIAK VIEW","1.2830484","103.8300626"
"2020","YONG SIAK COURT","1.2826429","103.8302816"
"2021","AVON PARK","1.3396087","103.869409"
"2022","LAKESIDE TOWER","1.3374319","103.7254249"
"2023","PARK VIEW MANSION","1.352083","103.819836"
"2024","LAKESIDE APARTMENTS","1.352083","103.819836"
"2025","BUONA VISTA GARDENS","1.2821713","103.7870302"
"2026","MILL POINT","1.2929306","103.8302754"
"2027","ZENITH","1.2749331","103.8454637"
